transect_id,transect_name,alongshore_km,year,shoreline_x_m,is_documented_event_year,shoreline_change_since_2015_m,annual_shoreline_rate_m_per_yr,volume_m3_per_m,annual_volume_rate_m3_per_m_per_yr
W2,"West bank, estuary-adjacent",-1.5,2018,1628.5486192889116,False,-4.010006230306772,-1.0215648436135325,-4744.979293602624,-6.969168633622758
W2,"West bank, estuary-adjacent",-1.5,2019,1629.357680153389,False,-4.819067094784259,-0.8090608644774875,-4755.8602624884115,-10.880968885787297
W2,"West bank, estuary-adjacent",-1.5,2020,1630.5257656620481,False,-5.987152603443292,-1.1680855086590327,-4763.188935088772,-7.328672600360733
W2,"West bank, estuary-adjacent",-1.5,2021,1630.8185169118606,False,-6.279903853255746,-0.29275124981245426,-4769.630760959969,-6.44182587119667
W2,"West bank, estuary-adjacent",-1.5,2022,1632.405169529677,False,-7.866556471072272,-1.586652617816526,-4780.507931770113,-10.87717081014398
W2,"West bank, estuary-adjacent",-1.5,2023,1632.703254399839,True,-8.164641341234073,-0.2980848701618015,-4786.354911178951,-5.846979408837797
W2,"West bank, estuary-adjacent",-1.5,2024,1635.1272962368505,False,-10.588683178245674,-2.4240418370116004,-4810.514183150569,-24.159271971618182
W2,"West bank, estuary-adjacent",-1.5,2025,1637.1279783659804,False,-12.589365307375601,-2.0006821291299275,-4829.294475849647,-18.780292699078018
W1,West spit margin / inlet,-0.5,2015,1624.5587614126791,False,-0.0,,-5008.380677370888,
W1,West spit margin / inlet,-0.5,2016,1624.7298890667103,False,-0.17112765403112462,-0.17112765403112462,-5012.789102532294,-4.40842516140583
W1,West spit margin / inlet,-0.5,2017,1628.9645608632704,False,-4.405799450591303,-4.234671796560178,-5054.935864008481,-42.14676147618684
W1,West spit margin / inlet,-0.5,2018,1632.7184168223798,False,-8.15965540970069,-3.753855959109387,-5089.769179037592,-34.83331502911096
W1,West spit margin / inlet,-0.5,2019,1631.464080892136,False,-6.905319479456921,1.2543359302437693,-5078.134976278876,11.634202758716128
W1,West spit margin / inlet,-0.5,2020,1634.5657330221504,False,-10.006971609471293,-3.1016521300143722,-5105.157637367909,-27.022661089033136
W1,West spit margin / inlet,-0.5,2021,1635.3050598224274,False,-10.746298409748306,-0.7393268002770128,-5115.923739838716,-10.7661024708068
W1,West spit margin / inlet,-0.5,2022,1636.707294319956,False,-12.14853290727683,-1.402234497528525,-5128.272516598763,-12.348776760047258
W1,West spit margin / inlet,-0.5,2023,1639.267351204423,True,-14.708589791743861,-2.5600568844670306,-5154.4585770411095,-26.18606044234639
W1,West spit margin / inlet,-0.5,2024,1639.030991276969,False,-14.47222986428983,0.236359927454032,-5152.476013859676,1.9825631814337612
W1,West spit margin / inlet,-0.5,2025,1638.976862247109,False,-14.418100834429879,0.054129029859950606,-5151.888223260431,0.5877905992447268
M0,Volta River mouth (bar/spit tip),0.0,2015,1624.576511544245,False,-0.0,,-5280.678235661967,
M0,Volta River mouth (bar/spit tip),0.0,2016,1627.448925731813,False,-2.8724141875679834,-2.8724141875679834,-5312.368807230246,-31.690571568278756
M0,Volta River mouth (bar/spit tip),0.0,2017,1625.6751451833143,False,-1.0986336390692486,1.7737805484987348,-5293.635855381213,18.73295184903236
M0,Volta River mouth (bar/spit tip),0.0,2018,1626.5052485460694,False,-1.9287370018244019,-0.8301033627551533,-5299.546743886065,-5.910888504851755
M0,Volta River mouth (bar/spit tip),0.0,2019,1629.7093320334388,False,-5.1328204891938185,-3.2040834873694166,-5333.455539291596,-33.90879540553124
M0,Volta River mouth (bar/spit tip),0.0,2020,1630.5332017893086,False,-5.956690245063555,-0.8238697558697368,-5339.599568083936,-6.144028792339668
M0,Volta River mouth (bar/spit tip),0.0,2021,1632.2459874741423,False,-7.669475929897317,-1.7127856848337615,-5356.320966673683,-16.72139858974697
M0,Volta River mouth (bar/spit tip),0.0,2022,1634.5651814159523,False,-9.988669871707316,-2.319193941809999,-5379.814503754765,-23.49353708108174
M0,Volta River mouth (bar/spit tip),0.0,2023,1637.7901089246582,True,-13.213597380413148,-3.2249275087058322,-5413.40055099754,-33.58604724277575
M0,Volta River mouth (bar/spit tip),0.0,2024,1640.624014070135,False,-16.047502525889968,-2.8339051454768196,-5441.19909376766,-27.79854277011964
M0,Volta River mouth (bar/spit tip),0.0,2025,1642.945417072322,False,-18.368905528076994,-2.3214030021870258,-5467.184235854593,-25.985142086932683
E1,East spit margin / inlet,0.5,2015,1624.592804435221,False,-0.0,,-5536.667496098296,
E1,East spit margin / inlet,0.5,2016,1625.2593989557063,False,-0.6665945204852051,-0.6665945204852051,-5547.332747244219,-10.665251145922412
E1,East spit margin / inlet,0.5,2017,1627.817323816915,False,-3.224519381693881,-2.557924861208676,-5570.6874990501965,-23.354751805977685
E1,East spit margin / inlet,0.5,2018,1630.7035533009812,False,-6.110748865760115,-2.8862294840662344,-5600.8465443745645,-30.15904532436798
E1,East spit margin / inlet,0.5,2019,1632.9151349881429,False,-8.322330552921812,-2.211581687161697,-5625.188312011498,-24.341767636933582
E1,East spit margin / inlet,0.5,2020,1634.5168983352016,False,-9.924093899980562,-1.6017633470587498,-5637.498150677605,-12.30983866610677
E1,East spit margin / inlet,0.5,2021,1636.5810162835608,False,-11.988211848339688,-2.064117948359126,-5658.819832117805,-21.321681440200337
E1,East spit margin / inlet,0.5,2022,1636.4717947318686,False,-11.878990296647544,0.1092215516921442,-5657.370665378122,1.4491667396832781
E1,East spit margin / inlet,0.5,2023,1640.3459665941798,True,-15.75316215895873,-3.8741718623111865,-5696.833488203947,-39.46282282582524
E1,East spit margin / inlet,0.5,2024,1643.2049844157161,False,-18.612179980495057,-2.8590178215363267,-5730.45194498885,-33.618456784903174
E1,East spit margin / inlet,0.5,2025,1646.5808021113285,False,-21.987997676107398,-3.3758176956123407,-5760.786937329036,-30.334992340185636
E2,Fuveme / Anyanui (regional background),1.5,2015,1624.6083160938142,False,-0.0,,-5785.9519389208945,
E2,Fuveme / Anyanui (regional background),1.5,2016,1629.1238622664187,False,-4.515546172604445,-4.515546172604445,-5837.098152714187,-51.14621379329219
E2,Fuveme / Anyanui (regional background),1.5,2017,1632.8860722602265,False,-8.277756166412246,-3.762209993807801,-5875.850755819016,-38.75260310482918
E2,Fuveme / Anyanui (regional background),1.5,2018,1636.8641726065778,False,-12.255856512763557,-3.9781003463513116,-5917.381878037977,-41.53112221896117
E2,Fuveme / Anyanui (regional background),1.5,2019,1642.64957141694,False,-18.041255323125824,-5.785398810362267,-5975.308666923453,-57.92678888547562
E2,Fuveme / Anyanui (regional background),1.5,2020,1646.1554615881164,False,-21.547145494302185,-3.505890171176361,-6010.653709019598,-35.345042096145335
E2,Fuveme / Anyanui (regional background),1.5,2021,1650.6606491386274,False,-26.052333044813167,-4.505187550510982,-6059.246439835295,-48.592730815696996
E2,Fuveme / Anyanui (regional background),1.5,2022,1654.0830978938707,False,-29.474781800056462,-3.4224487552432947,-6093.835133887805,-34.58869405250971
E2,Fuveme / Anyanui (regional background),1.5,2023,1660.1004137189607,True,-35.49209762514647,-6.017315825090009,-6156.572526630271,-62.737392742466
E2,Fuveme / Anyanui (regional background),1.5,2024,1662.811954902034,False,-38.203638808219694,-2.711541183073223,-6188.191008614609,-31.61848198433836
E2,Fuveme / Anyanui (regional background),1.5,2025,1666.7956660663822,False,-42.18734997256797,-3.9837111643482785,-6229.759937022493,-41.568928407884414
E3,toward Keta,3.0,2015,1624.6223192110888,False,-0.0,,-6015.814118229374,
E3,toward Keta,3.0,2016,1626.8332497370504,False,-2.2109305259616576,-2.2109305259616576,-6042.38479704645,-26.57067881707644
E3,toward Keta,3.0,2017,1630.4509159429192,False,-5.82859673183043,-3.6176662058687725,-6077.402170082851,-35.017373036400386
E3,toward Keta,3.0,2018,1632.9239573269979,False,-8.3016381159091,-2.4730413840786696,-6107.989033200866,-30.58686311801557
E3,toward Keta,3.0,2019,1636.0865605147067,False,-11.464241303617882,-3.1626031877087826,-6137.944842379788,-29.9558091789213
E3,toward Keta,3.0,2020,1639.6597920850456,False,-15.037472873956858,-3.573231570338976,-6178.738579883795,-40.79373750400737
E3,toward Keta,3.0,2021,1642.6479508627076,False,-18.025631651618824,-2.9881587776619654,-6208.883227966333,-30.14464808253797
E3,toward Keta,3.0,2022,1645.405687361925,False,-20.783368150836168,-2.7577364992173443,-6241.219148556247,-32.33592058991417
E3,toward Keta,3.0,2023,1648.8928376745253,True,-24.270518463436474,-3.4871503126003063,-6278.492978336878,-37.27382978063088
E3,toward Keta,3.0,2024,1651.4899557176486,False,-26.867636506559847,-2.5971180431233734,-6305.9483107316555,-27.455332394777543
E3,toward Keta,3.0,2025,1654.5602228716853,False,-29.937903660596476,-3.070267154036628,-6335.494133059934,-29.54582232827852
